RULETYPE,FROMFEATURECLASS,FROMASSETGROUP,FROMASSETTYPE,FROMTERMINAL,TOFEATURECLASS,TOASSETGROUP,TOASSETTYPE,TOTERMINAL,VIAFEATURECLASS,VIAASSETGROUP,VIAASSETTYPE,VIATERMINAL
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Tubería general de agua,Ficticia,,,,,
